Identical match,Linear A word,Original_Word,Source,Linear A fonts
D,DA,AD,HT86a,DA
D,DA,AD,Wa 1031,DA
D,DA,ADA,HT86a,DA
D,DA,ADA,Wa 1031,DA
D,DA,DA,HT86a,DA
D,DA,DA,Wa 1031,DA
D,DA,Da,HT86a,DA
D,DA,Da,Wa 1031,DA
D,DA,Daa,HT86a,DA
D,DA,Daa,Wa 1031,DA
D,DA,Dai,HT86a,DA
D,DA,Dai,Wa 1031,DA
D,DA,De,HT86a,DA
D,DA,De,Wa 1031,DA
D,DA,aAD,HT86a,DA
D,DA,aAD,Wa 1031,DA
D,DA,aD,HT86a,DA
D,DA,aD,Wa 1031,DA
D,DA,aDA,HT86a,DA
D,DA,aDA,Wa 1031,DA
D,DA,aDa,HT86a,DA
D,DA,aDa,Wa 1031,DA
D,DA,aDi,HT86a,DA
D,DA,aDi,Wa 1031,DA
D,DI,AD,HT85b,DI
D,DI,ADA,HT85b,DI
D,DI,DA,HT85b,DI
D,DI,Da,HT85b,DI
D,DI,Daa,HT85b,DI
D,DI,Dai,HT85b,DI
D,DI,De,HT85b,DI
D,DI,aAD,HT85b,DI
D,DI,aD,HT85b,DI
D,DI,aDA,HT85b,DI
D,DI,aDa,HT85b,DI
D,DI,aDi,HT85b,DI
DD,DI-DI,DADA,ZA026a,DI-DI
DD,DI-DI,DADa,ZA026a,DI-DI
DD,DI-DI,DaD,ZA026a,DI-DI
DD,DI-DI,DaDa,ZA026a,DI-DI
DD,DI-DI,DeD,ZA026a,DI-DI
DD,DI-DI,DiD,ZA026a,DI-DI
DD,DI-DI,aDaD,ZA026a,DI-DI
Dd,DI-DI,DAd,ZA026a,DI-DI
Dd,DI-DI,Dad,ZA026a,DI-DI
Dd,DI-DI,Ded,ZA026a,DI-DI
Dd,DI-DI,DedA,ZA026a,DI-DI
Dd,DI-DI,aDd,ZA026a,DI-DI
Dd,DI-DI,iDed,ZA026a,DI-DI
Ddm,DU-DA-MA,Dedem,HT6B,DU-DA-MA
Ddmt,DA-DU-MA-TA,Dedemt,HT95a,DA-DU-MA-TA
Dk,DA-KA,Daka,Wa 1001-1005,DA-KA
Dk,DA-KI,Daka,HT6B,DA-KI
Dk,]-DU-KA-[,Daka,MI 2,]-DU-KA-[
Dm,DA-ME,DAm,HT95a,DA-ME
Dm,DA-ME,DAm,HT95b,DA-ME
Dm,DA-ME,DAma,HT95a,DA-ME
Dm,DA-ME,DAma,HT95b,DA-ME
Dm,DA-ME,DAmaa,HT95a,DA-ME
Dm,DA-ME,DAmaa,HT95b,DA-ME
Dm,DA-ME,Daam,HT95a,DA-ME
Dm,DA-ME,Daam,HT95b,DA-ME
Dm,DA-ME,Dam,HT95a,DA-ME
Dm,DA-ME,Dam,HT95b,DA-ME
Dm,DA-ME,Dem,HT95a,DA-ME
Dm,DA-ME,Dem,HT95b,DA-ME
Dmt,DA-MA-TE,Damti,KY ZA 2,DA-MA-TE
Dn,DE-NU,Dan,HT11B,DE-NU
Dn,DE-NU,Den,HT11B,DE-NU
Dn,DE-NU,Deni,HT11B,DE-NU
Dn,DE-NU,aDen,HT11B,DE-NU
Dnr,DI-NA-RO,DAnr,HT108,DI-NA-RO
Dnr,DI-NA-RO,Danr,HT108,DI-NA-RO
Dns,DA-NA-SI,Dens,HT126a,DA-NA-SI
Dr,DA-RE,DAr,HT10A,DA-RE
Dr,DA-RE,DAr,HT122b,DA-RE
Dr,DA-RE,DAr,HT7A,DA-RE
Dr,DA-RE,DAra,HT10A,DA-RE
Dr,DA-RE,DAra,HT122b,DA-RE
Dr,DA-RE,DAra,HT7A,DA-RE
Dr,DA-RE,DAraa,HT10A,DA-RE
Dr,DA-RE,DAraa,HT122b,DA-RE
Dr,DA-RE,DAraa,HT7A,DA-RE
Dr,DA-RE,Daar,HT10A,DA-RE
Dr,DA-RE,Daar,HT122b,DA-RE
Dr,DA-RE,Daar,HT7A,DA-RE
Dr,DA-RE,Dar,HT10A,DA-RE
Dr,DA-RE,Dar,HT122b,DA-RE
Dr,DA-RE,Dar,HT7A,DA-RE
Dr,DA-RE,DarA,HT10A,DA-RE
Dr,DA-RE,DarA,HT122b,DA-RE
Dr,DA-RE,DarA,HT7A,DA-RE
Dr,DA-RE,Dara,HT10A,DA-RE
Dr,DA-RE,Dara,HT122b,DA-RE
Dr,DA-RE,Dara,HT7A,DA-RE
Dr,DA-RE,Dari,HT10A,DA-RE
Dr,DA-RE,Dari,HT122b,DA-RE
Dr,DA-RE,Dari,HT7A,DA-RE
Dr,DA-RE,Der,HT10A,DA-RE
Dr,DA-RE,Der,HT122b,DA-RE
Dr,DA-RE,Der,HT7A,DA-RE
Dr,DA-RE,Dera,HT10A,DA-RE
Dr,DA-RE,Dera,HT122b,DA-RE
Dr,DA-RE,Dera,HT7A,DA-RE
Dr,DA-RE,Deri,HT10A,DA-RE
Dr,DA-RE,Deri,HT122b,DA-RE
Dr,DA-RE,Deri,HT7A,DA-RE
Dr,DA-RE,aADAr,HT10A,DA-RE
Dr,DA-RE,aADAr,HT122b,DA-RE
Dr,DA-RE,aADAr,HT7A,DA-RE
Dr,DA-RE,aDAr,HT10A,DA-RE
Dr,DA-RE,aDAr,HT122b,DA-RE
Dr,DA-RE,aDAr,HT7A,DA-RE
Dr,DU-RA,DAr,MA2a,DU-RA
Dr,DU-RA,DAra,MA2a,DU-RA
Dr,DU-RA,DAraa,MA2a,DU-RA
Dr,DU-RA,Daar,MA2a,DU-RA
Dr,DU-RA,Dar,MA2a,DU-RA
Dr,DU-RA,DarA,MA2a,DU-RA
Dr,DU-RA,Dara,MA2a,DU-RA
Dr,DU-RA,Dari,MA2a,DU-RA
Dr,DU-RA,Der,MA2a,DU-RA
Dr,DU-RA,Dera,MA2a,DU-RA
Dr,DU-RA,Deri,MA2a,DU-RA
Dr,DU-RA,aADAr,MA2a,DU-RA
Dr,DU-RA,aDAr,MA2a,DU-RA
Drd,DA-RI-DA,DArd,HT10A,DA-RI-DA
Drd,DA-RI-DA,DArd,HT85a,DA-RI-DA
Drd,DA-RI-DA,DArd,HT93a,DA-RI-DA
Drd,DA-RI-DA,Derd,HT10A,DA-RI-DA
Drd,DA-RI-DA,Derd,HT85a,DA-RI-DA
Drd,DA-RI-DA,Derd,HT93a,DA-RI-DA
Drt,DU-RI-TE,DArt,HT 4,DU-RI-TE
Drt,DU-RI-TE,Dart,HT 4,DU-RI-TE
Drt,DU-RI-TE,Derit,HT 4,DU-RI-TE
Drt,DU-RI-TE,Dert,HT 4,DU-RI-TE
Drt,DU-RI-TE,aADrt,HT 4,DU-RI-TE
Drw,DU-RU-WI,DArw,HT25A,DU-RU-WI
Drw,DU-RU-WI,Darw,HT25A,DU-RU-WI
Drw,DU-RU-WI,Deriw,HT25A,DU-RU-WI
Drw,DU-RU-WI,Derw,HT25A,DU-RU-WI
Ds,DA-SI,DAis,HT10B,DA-SI
Ds,DA-SI,DAis,HT122a,DA-SI
Ds,DA-SI,DAis,HT85a,DA-SI
Ds,DA-SI,DAs,HT10B,DA-SI
Ds,DA-SI,DAs,HT122a,DA-SI
Ds,DA-SI,DAs,HT85a,DA-SI
Ds,DA-SI,Des,HT10B,DA-SI
Ds,DA-SI,Des,HT122a,DA-SI
Ds,DA-SI,Des,HT85a,DA-SI
Dsrt,DA-SE-RA-TE,Desert,SY ZA 6,DA-SE-RA-TE
Dwn,DI-WE-NA,Dwn,HT93a,DI-WE-NA
Dy,DU-YA,DAy,HT7A,DU-YA
Dy,DU-YA,Day,HT7A,DU-YA
S,SA,AS,HT27b,SA
S,SA,ASA,HT27b,SA
S,SA,aS,HT27b,SA
S,SA,aSA,HT27b,SA
S,SA,aSa,HT27b,SA
S,SA,iAS,HT27b,SA
S,SA,iAaS,HT27b,SA
S,SA,iS,HT27b,SA
S,SA,iSa,HT27b,SA
S,SA,iaS,HT27b,SA
S,SI,AS,HT27b,SI
S,SI,AS,HT30,SI
S,SI,AS,Wa 1175-1266,SI
S,SI,AS,ZA009,SI
S,SI,ASA,HT27b,SI
S,SI,ASA,HT30,SI
S,SI,ASA,Wa 1175-1266,SI
S,SI,ASA,ZA009,SI
S,SI,aS,HT27b,SI
S,SI,aS,HT30,SI
S,SI,aS,Wa 1175-1266,SI
S,SI,aS,ZA009,SI
S,SI,aSA,HT27b,SI
S,SI,aSA,HT30,SI
S,SI,aSA,Wa 1175-1266,SI
S,SI,aSA,ZA009,SI
S,SI,aSa,HT27b,SI
S,SI,aSa,HT30,SI
S,SI,aSa,Wa 1175-1266,SI
S,SI,aSa,ZA009,SI
S,SI,iAS,HT27b,SI
S,SI,iAS,HT30,SI
S,SI,iAS,Wa 1175-1266,SI
S,SI,iAS,ZA009,SI
S,SI,iAaS,HT27b,SI
S,SI,iAaS,HT30,SI
S,SI,iAaS,Wa 1175-1266,SI
S,SI,iAaS,ZA009,SI
S,SI,iS,HT27b,SI
S,SI,iS,HT30,SI
S,SI,iS,Wa 1175-1266,SI
S,SI,iS,ZA009,SI
S,SI,iSa,HT27b,SI
S,SI,iSa,HT30,SI
S,SI,iSa,Wa 1175-1266,SI
S,SI,iSa,ZA009,SI
S,SI,iaS,HT27b,SI
S,SI,iaS,HT30,SI
S,SI,iaS,Wa 1175-1266,SI
S,SI,iaS,ZA009,SI
S,SI ,AS,PK ZA 10,SI 
S,SI ,ASA,PK ZA 10,SI 
S,SI ,aS,PK ZA 10,SI 
S,SI ,aSA,PK ZA 10,SI 
S,SI ,aSa,PK ZA 10,SI 
S,SI ,iAS,PK ZA 10,SI 
S,SI ,iAaS,PK ZA 10,SI 
S,SI ,iS,PK ZA 10,SI 
S,SI ,iSa,PK ZA 10,SI 
S,SI ,iaS,PK ZA 10,SI 
Sd,SA-DI,iSd,HT111b,SA-DI
Sd,SU-DU,iSd,HT40,SU-DU
Sm,SA-MA,aSem,HT10A,SA-MA
Sm,SA-MA,aSem,HT52,SA-MA
Sm,SA-MA,aSem,HT6B,SA-MA
Sm,SA-MA,aSem,ZA010b,SA-MA
Sm,SA-MA,iSem,HT10A,SA-MA
Sm,SA-MA,iSem,HT52,SA-MA
Sm,SA-MA,iSem,HT6B,SA-MA
Sm,SA-MA,iSem,ZA010b,SA-MA
Sm,SU+MI,aSem,KN28a & KN28b,SU+MI
Sm,SU+MI,iSem,KN28a & KN28b,SU+MI
Smt,SA-MA-TI,iSemt,HT39,SA-MA-TI
Smt,SI-MI-TA,iSemt,HT96a,SI-MI-TA
Sp,SU-PU,ASep,HT31,SU-PU
Sp,SU-PU,ASep,HT63,SU-PU
Sp,SU-PU,iSep,HT31,SU-PU
Sp,SU-PU,iSep,HT63,SU-PU
Sq,SI-QA,aASAq,HT130,SI-QA
Sr,SA-RA,ASer,HT100,SA-RA
Sr,SA-RA,ASer,HT102,SA-RA
Sr,SA-RA,ASer,HT105,SA-RA
Sr,SA-RA,ASer,HT114a,SA-RA
Sr,SA-RA,ASer,HT62,SA-RA
Sr,SA-RA,ASer,HT94a,SA-RA
Sr,SA-RA,ASer,HT99a,SA-RA
Sr,SA-RA,iSer,HT100,SA-RA
Sr,SA-RA,iSer,HT102,SA-RA
Sr,SA-RA,iSer,HT105,SA-RA
Sr,SA-RA,iSer,HT114a,SA-RA
Sr,SA-RA,iSer,HT62,SA-RA
Sr,SA-RA,iSer,HT94a,SA-RA
Sr,SA-RA,iSer,HT99a,SA-RA
Sr,SA-RO,ASer,HT17,SA-RO
Sr,SA-RO,ASer,HT19,SA-RO
Sr,SA-RO,ASer,HT40,SA-RO
Sr,SA-RO,ASer,HT9A,SA-RO
Sr,SA-RO,iSer,HT17,SA-RO
Sr,SA-RO,iSer,HT19,SA-RO
Sr,SA-RO,iSer,HT40,SA-RO
Sr,SA-RO,iSer,HT9A,SA-RO
Sr,SA-RU,ASer,HT86a,SA-RU
Sr,SA-RU,ASer,HT86b,SA-RU
Sr,SA-RU,ASer,HT94b,SA-RU
Sr,SA-RU,ASer,HT95a,SA-RU
Sr,SA-RU,ASer,HT95b,SA-RU
Sr,SA-RU,iSer,HT86a,SA-RU
Sr,SA-RU,iSer,HT86b,SA-RU
Sr,SA-RU,iSer,HT94b,SA-RU
Sr,SA-RU,iSer,HT95a,SA-RU
Sr,SA-RU,iSer,HT95b,SA-RU
Sr,SA-RYA,ASer,HT32,SA-RYA
Sr,SA-RYA,ASer,HT33,SA-RYA
Sr,SA-RYA,ASer,HT34,SA-RYA
Sr,SA-RYA,iSer,HT32,SA-RYA
Sr,SA-RYA,iSer,HT33,SA-RYA
Sr,SA-RYA,iSer,HT34,SA-RYA
Sr,SI-RU,ASer,HT55a,SI-RU
Sr,SI-RU,ASer,IO ZA 15,SI-RU
Sr,SI-RU,ASer,PK ZA 10,SI-RU
Sr,SI-RU,iSer,HT55a,SI-RU
Sr,SI-RU,iSer,IO ZA 15,SI-RU
Sr,SI-RU,iSer,PK ZA 10,SI-RU
Sr,SI-RU ,ASer,TR ZA 1,SI-RU 
Sr,SI-RU ,iSer,TR ZA 1,SI-RU 
Sr,SU-RE,ASer,HT32,SU-RE
Sr,SU-RE,iSer,HT32,SU-RE
Srt,I-PI-NA-MA,ASert,IO ZA 2,I-PI-NA-MA
Srt,SI-RU-TE,ASert,IO Za 2,SI-RU-TE
St,SI-TU,ASt,ZA020,SI-TU
St,SI-TU,aSAt,ZA020,SI-TU
St,SI-TU,aSat,ZA020,SI-TU
St,SI-TU,iASAti,ZA020,SI-TU
St,SI-TU,iASt,ZA020,SI-TU
St,SI-TU,iSat,ZA020,SI-TU
St,SI-TU,iSt,ZA020,SI-TU
St,SI-TU,iSti,ZA020,SI-TU
Stt,SI-TE-TU,iStt,ZA020,SI-TE-TU
T,TE,AT,HT52,TE
T,TE,AT,HT55a,TE
T,TE,AT,HT62,TE
T,TE,AT,HT63,TE
T,TE,AT,PH Wg 36,TE
T,TE,AT,PH12c,TE
T,TE,AT,Wa 1122-1130,TE
T,TE,iAT,HT52,TE
T,TE,iAT,HT55a,TE
T,TE,iAT,HT62,TE
T,TE,iAT,HT63,TE
T,TE,iAT,PH Wg 36,TE
T,TE,iAT,PH12c,TE
T,TE,iAT,Wa 1122-1130,TE
T,TE,iT,HT52,TE
T,TE,iT,HT55a,TE
T,TE,iT,HT62,TE
T,TE,iT,HT63,TE
T,TE,iT,PH Wg 36,TE
T,TE,iT,PH12c,TE
T,TE,iT,Wa 1122-1130,TE
T,TE ,AT,HT92,TE 
T,TE ,AT,PK ZA 18,TE 
T,TE ,iAT,HT92,TE 
T,TE ,iAT,PK ZA 18,TE 
T,TE ,iT,HT92,TE 
T,TE ,iT,PK ZA 18,TE 
T,TI,AT,MA1c,TI
T,TI,iAT,MA1c,TI
T,TI,iT,MA1c,TI
T,TU,AT,KH 91,TU
T,TU,iAT,KH 91,TU
T,TU,iT,KH 91,TU
T,]-TI-[,AT,PYR 2,]-TI-[
T,]-TI-[,iAT,PYR 2,]-TI-[
T,]-TI-[,iT,PYR 2,]-TI-[
TT,TA-TA,iTT,KH007a,TA-TA
TT,TA-TI,iTT,HT26A,TA-TI
TT,TE-TU,iTT,HT13,TE-TU
TT,TE-TU,iTT,HT7A,TE-TU
TTt,TA-TI-TE,iTTt,PK1,TA-TI-TE
Tn,TA-NE,iATen,HT135b,TA-NE
Tn,TA-NE,iTen,HT135b,TA-NE
Tn,TA-NI,iATen,HT97a,TA-NI
Tn,TA-NI,iTen,HT97a,TA-NI
Tn,TE-NI,iATen,HT6A,TE-NI
Tn,TE-NI,iTen,HT6A,TE-NI
Tn,TU-NE,iATen,HT87,TU-NE
Tn,TU-NE,iTen,HT87,TU-NE
Tp,TA-PA,ATp,HT104,TA-PA
Tp,TU-PA,ATp,HT112a,TU-PA
Tr,TA-RA,iTer,HT89,TA-RA
Tr,TE-RI,iTer,PH31b,TE-RI
Ts,TI-SA,iTes,HT31,TI-SA
Ts,TO-SA,iTes,PK ZA 16,TO-SA
Ts,TU-SU,iTes,PK1,TU-SU
Tt,TA-TA,ATt,KH007a,TA-TA
Tt,TA-TI,ATt,HT26A,TA-TI
Tt,TE-TU,ATt,HT13,TE-TU
Tt,TE-TU,ATt,HT7A,TE-TU
Tw,TE-WE,ATw,HT91,TE-WE
Tw,TE-WE,iATw,HT91,TE-WE
d,DA,Ad,HT86a,DA
d,DA,Ad,Wa 1031,DA
d,DA,AdA,HT86a,DA
d,DA,AdA,Wa 1031,DA
d,DA,aAd,HT86a,DA
d,DA,aAd,Wa 1031,DA
d,DA,ad,HT86a,DA
d,DA,ad,Wa 1031,DA
d,DA,adA,HT86a,DA
d,DA,adA,Wa 1031,DA
d,DA,iAd,HT86a,DA
d,DA,iAd,Wa 1031,DA
d,DA,id,HT86a,DA
d,DA,id,Wa 1031,DA
d,DI,Ad,HT85b,DI
d,DI,AdA,HT85b,DI
d,DI,aAd,HT85b,DI
d,DI,ad,HT85b,DI
d,DI,adA,HT85b,DI
d,DI,iAd,HT85b,DI
d,DI,id,HT85b,DI
dS,DA-SI,idS,HT10B,DA-SI
dS,DA-SI,idS,HT122a,DA-SI
dS,DA-SI,idS,HT85a,DA-SI
dd,DI-DI,adad,ZA026a,DI-DI
dn,DE-NU,aAdnA,HT11B,DE-NU
dn,DE-NU,aden,HT11B,DE-NU
dn,DE-NU,iAdn,HT11B,DE-NU
dn,DE-NU,iden,HT11B,DE-NU
dr,DA-RE,ider,HT10A,DA-RE
dr,DA-RE,ider,HT122b,DA-RE
dr,DA-RE,ider,HT7A,DA-RE
dr,DU-RA,ider,MA2a,DU-RA
dy,DU-YA,Ady,HT7A,DU-YA
dy,DU-YA,aAdy,HT7A,DU-YA
dy,DU-YA,ady,HT7A,DU-YA
dy,DU-YA,iAdy,HT7A,DU-YA
dy,DU-YA,idy,HT7A,DU-YA
k,KA,Ak,HT85b,KA
k,KA,Ak,Wa 1337-1470,KA
k,KA,akA,HT85b,KA
k,KA,akA,Wa 1337-1470,KA
k,KA,iAk,HT85b,KA
k,KA,iAk,Wa 1337-1470,KA
k,KA,iAkA,HT85b,KA
k,KA,iAkA,Wa 1337-1470,KA
k,KA,ik,HT85b,KA
k,KA,ik,Wa 1337-1470,KA
k,KA,iki,HT85b,KA
k,KA,iki,Wa 1337-1470,KA
k,KA,ka,HT85b,KA
k,KA,ka,Wa 1337-1470,KA
k,KA,kaa,HT85b,KA
k,KA,kaa,Wa 1337-1470,KA
k,KA,kai,HT85b,KA
k,KA,kai,Wa 1337-1470,KA
k,KA,ki,HT85b,KA
k,KA,ki,Wa 1337-1470,KA
k,KA,kia,HT85b,KA
k,KA,kia,Wa 1337-1470,KA
k,KA ,Ak,KN Wc 25,KA 
k,KA ,akA,KN Wc 25,KA 
k,KA ,iAk,KN Wc 25,KA 
k,KA ,iAkA,KN Wc 25,KA 
k,KA ,ik,KN Wc 25,KA 
k,KA ,iki,KN Wc 25,KA 
k,KA ,ka,KN Wc 25,KA 
k,KA ,kaa,KN Wc 25,KA 
k,KA ,kai,KN Wc 25,KA 
k,KA ,ki,KN Wc 25,KA 
k,KA ,kia,KN Wc 25,KA 
k,KU,Ak,Wa 1486-1620,KU
k,KU,akA,Wa 1486-1620,KU
k,KU,iAk,Wa 1486-1620,KU
k,KU,iAkA,Wa 1486-1620,KU
k,KU,ik,Wa 1486-1620,KU
k,KU,iki,Wa 1486-1620,KU
k,KU,ka,Wa 1486-1620,KU
k,KU,kaa,Wa 1486-1620,KU
k,KU,kai,Wa 1486-1620,KU
k,KU,ki,Wa 1486-1620,KU
k,KU,kia,Wa 1486-1620,KU
k,]-KA-[,Ak,MI 2,]-KA-[
k,]-KA-[,akA,MI 2,]-KA-[
k,]-KA-[,iAk,MI 2,]-KA-[
k,]-KA-[,iAkA,MI 2,]-KA-[
k,]-KA-[,ik,MI 2,]-KA-[
k,]-KA-[,iki,MI 2,]-KA-[
k,]-KA-[,ka,MI 2,]-KA-[
k,]-KA-[,kaa,MI 2,]-KA-[
k,]-KA-[,kai,MI 2,]-KA-[
k,]-KA-[,ki,MI 2,]-KA-[
k,]-KA-[,kia,MI 2,]-KA-[
kD,KA-DI,kaDa,ZA004a,KA-DI
kD,KA-DI,kaDa,ZA015b,KA-DI
kD,KI-DA,kaDa,HT27A,KI-DA
kD,KU-DA,kaDa,HT122a,KU-DA
kDn,KI-DI-NI,kaDen,HT93a,KI-DI-NI
kS,KA-SA,kaS,KE1,KA-SA
kS,KA-SA,kaSi,KE1,KA-SA
kS,KA-SA,kiS,KE1,KA-SA
kSt,KI-SI-TA,kaSit,HT85b,KI-SI-TA
kT,KA-TI,kaT,HT63,KA-TI
kT,KA-TI,kaTa,HT63,KA-TI
kT,KA-TI,kiT,HT63,KA-TI
kT,KU-TA,kaT,HT115b,KU-TA
kT,KU-TA,kaTa,HT115b,KU-TA
kT,KU-TA,kiT,HT115b,KU-TA
kk,KA-KI,ikk,HT37,KA-KI
kk,KA-KI,ikki,HT37,KA-KI
kk,KA-KI,kaka,HT37,KA-KI
kk,KA-KU,ikk,HT62,KA-KU
kk,KA-KU,ikki,HT62,KA-KU
kk,KA-KU,kaka,HT62,KA-KU
kmn,KU-MI-NA,kamen,Wc 3014a,KU-MI-NA
kmt,KU-MU-TA,kamit,HT51b,KU-MU-TA
kmt,KU-MU-TA,kamt,HT51b,KU-MU-TA
kmt,KU-MU-TA,kamti,HT51b,KU-MU-TA
kn,KA-NA,iken,HT23A,KA-NA
kn,KA-NA,kani,HT23A,KA-NA
knt,KA-NU-TI,ikent,HT97a,KA-NU-TI
knt,KI-NI-TA,ikent,HT27A,KI-NI-TA
kp,KA-PA,ikep,HT102,KA-PA
kp,KA-PA,ikep,HT105,KA-PA
kp,KA-PA,ikep,HT140,KA-PA
kp,KA-PA,ikep,HT6A,KA-PA
kp,KA-PA,ikep,HT8B,KA-PA
kp,KA-PA,ikep,HT94a,KA-PA
kp,KA-PA,kap,HT102,KA-PA
kp,KA-PA,kap,HT105,KA-PA
kp,KA-PA,kap,HT140,KA-PA
kp,KA-PA,kap,HT6A,KA-PA
kp,KA-PA,kap,HT8B,KA-PA
kp,KA-PA,kap,HT94a,KA-PA
kp,KA-PA,kapu,HT102,KA-PA
kp,KA-PA,kapu,HT105,KA-PA
kp,KA-PA,kapu,HT140,KA-PA
kp,KA-PA,kapu,HT6A,KA-PA
kp,KA-PA,kapu,HT8B,KA-PA
kp,KA-PA,kapu,HT94a,KA-PA
kp,KA-PA,kep,HT102,KA-PA
kp,KA-PA,kep,HT105,KA-PA
kp,KA-PA,kep,HT140,KA-PA
kp,KA-PA,kep,HT6A,KA-PA
kp,KA-PA,kep,HT8B,KA-PA
kp,KA-PA,kep,HT94a,KA-PA
kp,KU-PA,ikep,HT110a,KU-PA
kp,KU-PA,ikep,ZA011a,KU-PA
kp,KU-PA,kap,HT110a,KU-PA
kp,KU-PA,kap,ZA011a,KU-PA
kp,KU-PA,kapu,HT110a,KU-PA
kp,KU-PA,kapu,ZA011a,KU-PA
kp,KU-PA,kep,HT110a,KU-PA
kp,KU-PA,kep,ZA011a,KU-PA
kp,KU-PI,ikep,ZA014,KU-PI
kp,KU-PI,kap,ZA014,KU-PI
kp,KU-PI,kapu,ZA014,KU-PI
kp,KU-PI,kep,ZA014,KU-PI
kpy,KU-PA-YA,kepy,HT116a,KU-PA-YA
kr,KA-RU,akr,HT75,KA-RU
kr,KA-RU,akr,HT97a,KA-RU
kr,KA-RU,kar,HT75,KA-RU
kr,KA-RU,kar,HT97a,KA-RU
kr,KA-RU,kare,HT75,KA-RU
kr,KA-RU,kare,HT97a,KA-RU
kr,KA-RU,kari,HT75,KA-RU
kr,KA-RU,kari,HT97a,KA-RU
kr,KI-RA,akr,HT103,KI-RA
kr,KI-RA,akr,ZA008,KI-RA
kr,KI-RA,kar,HT103,KI-RA
kr,KI-RA,kar,ZA008,KI-RA
kr,KI-RA,kare,HT103,KI-RA
kr,KI-RA,kare,ZA008,KI-RA
kr,KI-RA,kari,HT103,KI-RA
kr,KI-RA,kari,ZA008,KI-RA
kr,KI-RO,akr,HT 1,KI-RO
kr,KI-RO,akr,HT117a,KI-RO
kr,KI-RO,akr,HT123a,KI-RO
kr,KI-RO,akr,HT123b,KI-RO
kr,KI-RO,akr,HT15,KI-RO
kr,KI-RO,akr,HT34,KI-RO
kr,KI-RO,akr,HT55a,KI-RO
kr,KI-RO,akr,HT93b,KI-RO
kr,KI-RO,akr,HT94b,KI-RO
kr,KI-RO,kar,HT 1,KI-RO
kr,KI-RO,kar,HT117a,KI-RO
kr,KI-RO,kar,HT123a,KI-RO
kr,KI-RO,kar,HT123b,KI-RO
kr,KI-RO,kar,HT15,KI-RO
kr,KI-RO,kar,HT34,KI-RO
kr,KI-RO,kar,HT55a,KI-RO
kr,KI-RO,kar,HT93b,KI-RO
kr,KI-RO,kar,HT94b,KI-RO
kr,KI-RO,kare,HT 1,KI-RO
kr,KI-RO,kare,HT117a,KI-RO
kr,KI-RO,kare,HT123a,KI-RO
kr,KI-RO,kare,HT123b,KI-RO
kr,KI-RO,kare,HT15,KI-RO
kr,KI-RO,kare,HT34,KI-RO
kr,KI-RO,kare,HT55a,KI-RO
kr,KI-RO,kare,HT93b,KI-RO
kr,KI-RO,kare,HT94b,KI-RO
kr,KI-RO,kari,HT 1,KI-RO
kr,KI-RO,kari,HT117a,KI-RO
kr,KI-RO,kari,HT123a,KI-RO
kr,KI-RO,kari,HT123b,KI-RO
kr,KI-RO,kari,HT15,KI-RO
kr,KI-RO,kari,HT34,KI-RO
kr,KI-RO,kari,HT55a,KI-RO
kr,KI-RO,kari,HT93b,KI-RO
kr,KI-RO,kari,HT94b,KI-RO
kr,KO-RU,akr,HT23A,KO-RU
kr,KO-RU,kar,HT23A,KO-RU
kr,KO-RU,kare,HT23A,KO-RU
kr,KO-RU,kari,HT23A,KO-RU
kr,KU-RA,akr,ZA020,KU-RA
kr,KU-RA,kar,ZA020,KU-RA
kr,KU-RA,kare,ZA020,KU-RA
kr,KU-RA,kari,ZA020,KU-RA
kr,KU-RO,akr,HT100,KU-RO
kr,KU-RO,akr,HT102,KU-RO
kr,KU-RO,akr,HT104,KU-RO
kr,KU-RO,akr,HT109,KU-RO
kr,KU-RO,akr,HT110a,KU-RO
kr,KU-RO,akr,HT116b,KU-RO
kr,KU-RO,akr,HT117a,KU-RO
kr,KU-RO,akr,HT118,KU-RO
kr,KU-RO,akr,HT119,KU-RO
kr,KU-RO,akr,HT11A,KU-RO
kr,KU-RO,akr,HT11B,KU-RO
kr,KU-RO,akr,HT122a,KU-RO
kr,KU-RO,akr,HT122b,KU-RO
kr,KU-RO,akr,HT123a,KU-RO
kr,KU-RO,akr,HT123b,KU-RO
kr,KU-RO,akr,HT127b,KU-RO
kr,KU-RO,akr,HT13,KU-RO
kr,KU-RO,akr,HT130,KU-RO
kr,KU-RO,akr,HT27A,KU-RO
kr,KU-RO,akr,HT39,KU-RO
kr,KU-RO,akr,HT53b,KU-RO
kr,KU-RO,akr,HT67,KU-RO
kr,KU-RO,akr,HT74,KU-RO
kr,KU-RO,akr,HT88,KU-RO
kr,KU-RO,akr,HT89,KU-RO
kr,KU-RO,akr,HT94a,KU-RO
kr,KU-RO,akr,HT94b,KU-RO
kr,KU-RO,akr,HT9A,KU-RO
kr,KU-RO,akr,HT9B,KU-RO
kr,KU-RO,akr,Ht46a,KU-RO
kr,KU-RO,akr,PH31a,KU-RO
kr,KU-RO,akr,ZA015b,KU-RO
kr,KU-RO,kar,HT100,KU-RO
kr,KU-RO,kar,HT102,KU-RO
kr,KU-RO,kar,HT104,KU-RO
kr,KU-RO,kar,HT109,KU-RO
kr,KU-RO,kar,HT110a,KU-RO
kr,KU-RO,kar,HT116b,KU-RO
kr,KU-RO,kar,HT117a,KU-RO
kr,KU-RO,kar,HT118,KU-RO
