SignID,Freq,InitBias,FinalBias
KO,5.355202962192267e-05,0.42857142857142855,0.2857142857142857
RU,2.2950869837966858e-05,0.0,0.0
SI,2.2950869837966858e-05,0.0,0.0
JO,5.355202962192267e-05,0.0,1.0
PA,1.5300579891977904e-05,1.0,0.0
RA,4.5901739675933716e-05,0.0,0.16666666666666666
WA,1.5300579891977904e-05,0.0,0.0
(ra2),3.825144972994476e-05,0.0,0.2
wo[],3.825144972994476e-05,0.0,1.0
(ze),6.885260951390057e-05,0.3333333333333333,0.0
(*18),2.2950869837966858e-05,0.0,1.0
(*65),2.2950869837966858e-05,0.0,1.0
[](i),7.650289945988952e-06,1.0,0.0
(so)[],7.650289945988952e-06,0.0,1.0
][[,7.650289945988952e-06,1.0,1.0
]][,7.650289945988952e-06,1.0,1.0
RI,3.825144972994476e-05,0.2,0.0
WI,3.060115978395581e-05,0.0,0.0
DO,7.650289945988952e-06,1.0,0.0
QO,7.650289945988952e-06,0.0,0.0
SO,1.5300579891977904e-05,0.0,1.0
PE,2.2950869837966858e-05,1.0,0.0
(KE),7.650289945988952e-06,0.0,0.0
KE,6.885260951390057e-05,0.1111111111111111,0.2222222222222222
(ME),7.650289945988952e-06,0.0,0.0
NO,2.2950869837966858e-05,0.0,1.0
TI,1.5300579891977904e-05,0.0,0.5
RO,7.650289945988952e-06,0.0,0.0
DE,2.2950869837966858e-05,0.3333333333333333,0.6666666666666666
DI,7.650289945988952e-06,0.0,0.0
TO,3.060115978395581e-05,0.25,0.75
E),7.650289945988952e-06,1.0,0.0
U,3.060115978395581e-05,0.0,0.5
TE,1.5300579891977904e-05,0.5,0.0
A,1.5300579891977904e-05,1.0,0.0
RE,2.2950869837966858e-05,0.6666666666666666,0.0
SU,7.650289945988952e-06,0.0,0.0
WO,2.2950869837966858e-05,0.3333333333333333,0.6666666666666666
NE,7.650289945988952e-06,0.0,1.0
AU,7.650289945988952e-06,1.0,0.0
JA,1.5300579891977904e-05,0.0,0.0
(SE),7.650289945988952e-06,0.0,0.0
(RO),7.650289945988952e-06,0.0,1.0
(RA),7.650289945988952e-06,0.0,0.0
KA,3.825144972994476e-05,0.6,0.4
NA,6.120231956791162e-05,0.0,0.5
KO](E),7.650289945988952e-06,0.0,0.0
TU,7.650289945988952e-06,0.0,0.0
MI,3.825144972994476e-05,0.4,0.0
PU2,1.5300579891977904e-05,1.0,0.0
(KO),7.650289945988952e-06,1.0,0.0
(RI),7.650289945988952e-06,0.0,0.0
(JA),7.650289945988952e-06,0.0,0.0
(DA),7.650289945988952e-06,0.0,0.0
(NA),7.650289945988952e-06,0.0,1.0
KU,2.2950869837966858e-05,1.0,0.0
SA,2.2950869837966858e-05,0.6666666666666666,0.3333333333333333
MA,7.650289945988952e-06,0.0,1.0
(RU),7.650289945988952e-06,0.0,0.0
(TA),7.650289945988952e-06,0.0,0.0
(KA),2.2950869837966858e-05,0.3333333333333333,0.3333333333333333
DA,2.2950869837966858e-05,0.0,0.0
(KU),7.650289945988952e-06,1.0,0.0
(MI,7.650289945988952e-06,0.0,1.0
(U),1.5300579891977904e-05,0.0,0.5
SE,7.650289945988952e-06,0.0,0.0
A2,1.5300579891977904e-05,0.0,0.0
I,7.650289945988952e-06,1.0,0.0
O,7.650289945988952e-06,0.0,1.0
(ke,7.650289945988952e-06,0.0,1.0
du),7.650289945988952e-06,1.0,0.0
ra3,0.000321312177731536,0.0,0.7142857142857143
[[o,7.650289945988952e-06,1.0,0.0
no]],7.650289945988952e-06,0.0,1.0
(u)[],5.355202962192267e-05,0.0,1.0
u[],1.5300579891977904e-05,0.0,1.0
pi[],0.00016830637881175696,0.0,1.0
(ko)[],1.5300579891977904e-05,0.5,1.0
jo[],4.5901739675933716e-05,0.0,1.0
two,3.060115978395581e-05,0.0,0.0
(to)[],0.00010710405924384534,0.0,1.0
(ra)[],2.2950869837966858e-05,0.0,1.0
(jo)[],5.355202962192267e-05,0.14285714285714285,1.0
(no)[],0.00016830637881175696,0.0,1.0
ro[],0.00028306072800159127,0.0,1.0
ta[],0.00016830637881175696,0.0,1.0
[[pa,0.00016830637881175696,1.0,0.0
ro|(pa),0.000160656088865768,0.0,0.0
ke[],0.00015300579891977905,0.0,1.0
na[],9.945376929785639e-05,0.0,1.0
o[],6.120231956791162e-05,0.0,1.0
(o)[],2.2950869837966858e-05,0.3333333333333333,1.0
[[ko,1.5300579891977904e-05,1.0,0.0
ja]],7.650289945988952e-06,0.0,1.0
ko]],7.650289945988952e-06,0.0,1.0
(de)[],2.2950869837966858e-05,0.6666666666666666,1.0
*35,4.5901739675933716e-05,0.8333333333333334,0.0
][o,7.650289945988952e-06,1.0,0.0
to|(o),7.650289945988952e-06,0.0,0.0
to]],7.650289945988952e-06,0.0,1.0
na[[,7.650289945988952e-06,0.0,1.0
(ro)[],4.5901739675933716e-05,0.0,1.0
so[],3.060115978395581e-05,0.0,1.0
ra[],2.2950869837966858e-05,0.0,1.0
de[],4.5901739675933716e-05,0.0,1.0
*63,0.00013770521902780114,0.7777777777777778,0.0
(na)[],3.060115978395581e-05,0.0,1.0
a2[],1.5300579891977904e-05,0.0,1.0
u]],3.060115978395581e-05,0.0,1.0
(ri)[],2.2950869837966858e-05,0.0,1.0
qe[],3.060115978395581e-05,0.0,1.0
(ke)[],7.650289945988952e-06,0.0,1.0
(we)[],1.5300579891977904e-05,0.0,1.0
e[],7.650289945988952e-06,0.0,1.0
(mo)[],7.650289945988952e-06,1.0,1.0
(*35),7.650289945988952e-06,0.0,0.0
(da)[],7.650289945988952e-06,0.0,1.0
ne[],7.650289945988952e-06,0.0,1.0
(*79),7.650289945988952e-06,0.0,0.0
(ne)[],7.650289945988952e-06,0.0,1.0
(ra3),1.5300579891977904e-05,0.0,0.0
[[u,7.650289945988952e-06,1.0,0.0
ka[],7.650289945988952e-06,0.0,1.0
[..],1.5300579891977904e-05,1.0,0.0
(]),7.650289945988952e-06,1.0,0.0
(*63),1.5300579891977904e-05,1.0,0.0
(*22,7.650289945988952e-06,0.0,1.0
si[],7.650289945988952e-06,0.0,1.0
[[qe,7.650289945988952e-06,1.0,0.0
jo|(qe),7.650289945988952e-06,0.0,0.0
